reply_id,reply_text,tweet_id,tweet_text,toxicspeech,counterspeech,support,esplicito,irony,ostile,alternativa,cs_type
'1329494930599931907','benvenuta https://t.co/yrfypMgmrB','1329494930599931907','benvenuta https://t.co/yrfypMgmrB',-1,-1,-1,ND,ND,ND,ND,ND
'1329495801672978432',"'Friendly reminder: non usate gli spray per il ritocco della ricrescita se avete in programma attività faticose, come convincere un giudice che i voti di un’intera contea del Michigan vanno buttati. https://t.co/RySMtGtgga'",'1329495801672978432',"'Friendly reminder: non usate gli spray per il ritocco della ricrescita se avete in programma attività faticose, come convincere un giudice che i voti di un’intera contea del Michigan vanno buttati. https://t.co/RySMtGtgga'",-1,-1,-1,ND,ND,ND,ND,ND
'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",'1329497722295029760',"'Un professore dell'Ateneo di Bari ha mostrato ai suoi studenti una slide dove si dice che le donne non possono ricoprire il ruolo di giudice perché ""troppo emotive"".

Mi sento offesa non solo perché donna ma anche come professionista: questi stereotipi hanno veramente stufato'",-1,1,-1,-1,-1,2,-1,mamm
'1329507235785891840',"'Mauro e Giovanni sono gli ultimi due medici deceduti per Covid: sono 202 i sanitari morti per Covid. 23 solo nella seconda ondata. 

Avevano vite, speranze, sogni, famiglie. Come tutti. Rispettare le regole significa rispettare i loro sacrifici.'",'1329507235785891840',"'Mauro e Giovanni sono gli ultimi due medici deceduti per Covid: sono 202 i sanitari morti per Covid. 23 solo nella seconda ondata. 

Avevano vite, speranze, sogni, famiglie. Come tutti. Rispettare le regole significa rispettare i loro sacrifici.'",-1,-1,-1,ND,ND,ND,ND,ND
'1329509584378208261',"'Credetemi, la #Calabria non riusciamo a spiegarcela nemmeno noi calabresi. 
#Tallini #commissariocalabria #commissario 

https://t.co/NehI1FzbHU'",'1329509584378208261',"'Credetemi, la #Calabria non riusciamo a spiegarcela nemmeno noi calabresi. 
#Tallini #commissariocalabria #commissario 

https://t.co/NehI1FzbHU'",-1,-1,-1,ND,ND,ND,ND,ND
'1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",'1329513394882420744',"'e quando non collaborano non va bene,e quando collaborano si polemizza. Ma se in tempo di pandemia finalmente Berlusconi  tende la mano al governo cosa c'è  che non va? Pensa alle sue aziende? E allora? Meglio Salvini che strepita  inconcludente?#Covid https://t.co/Mwz0InC05s'",-1,-1,-1,ND,ND,ND,ND,ND
'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",'1329530179518128128',"'Ma sì, Slovenia... Slovacchia... Che differenza c'è??

'Sti professoroni de sinistra c'hanno rotto co 'sta giografia! https://t.co/5XuPMcGmMv'",1,-1,-1,ND,ND,ND,ND,ND
'1329531256388857859','Elodie che chiaramente voleva che Cattelan le stesse lontano mi ha fatto pisciare','1329531256388857859','Elodie che chiaramente voleva che Cattelan le stesse lontano mi ha fatto pisciare',-1,-1,-1,ND,ND,ND,ND,ND
'1329532036193902595','Amore mio Blue Phelix siete delle merde DELLE MERDE','1329532036193902595','Amore mio Blue Phelix siete delle merde DELLE MERDE',1,-1,-1,ND,ND,ND,ND,ND
'1329535239128031232','Ti amo https://t.co/VO8MsTngC8','1329535239128031232','Ti amo https://t.co/VO8MsTngC8',-1,-1,-1,ND,ND,ND,ND,ND
'1329536336521523209','Meno male che ci sei tu https://t.co/dYUq7bGNBi','1329536336521523209','Meno male che ci sei tu https://t.co/dYUq7bGNBi',-1,-1,-1,ND,ND,ND,ND,ND
'1329546122562564097',"'Cioè ma scherziamo? Blind va sul palco non azzecca una nota e tutto bene, Martina canta perfettamente, fa una cover bellissima, e la criticano pesantemente. Veramente'",'1329546122562564097',"'Cioè ma scherziamo? Blind va sul palco non azzecca una nota e tutto bene, Martina canta perfettamente, fa una cover bellissima, e la criticano pesantemente. Veramente'",-1,-1,-1,ND,ND,ND,ND,ND
'1329549061419044866',"'Il finale del racconto del Covid, per chi aveva letto la prima parte. Buona lettura.
#20Novembre 
https://t.co/fIBWBAObFQ'",'1329549061419044866',"'Il finale del racconto del Covid, per chi aveva letto la prima parte. Buona lettura.
#20Novembre 
https://t.co/fIBWBAObFQ'",-1,-1,-1,ND,ND,ND,ND,ND
'1329550481916633091',"'Molto bravo il ragazzo che spiega le condizioni dei rider (ho perso il nome. Non capisco però perché l'intervista col borsone sulle spalle. Davvero. 

#piazzapulita'",'1329550481916633091',"'Molto bravo il ragazzo che spiega le condizioni dei rider (ho perso il nome. Non capisco però perché l'intervista col borsone sulle spalle. Davvero. 

#piazzapulita'",-1,-1,-1,ND,ND,ND,ND,ND
'1329559707191795714','Ogni volta tremo come una foglia in questa parte disgustosa #harrypotterelacameradeisegreti','1329559707191795714','Ogni volta tremo come una foglia in questa parte disgustosa #harrypotterelacameradeisegreti',-1,-1,-1,ND,ND,ND,ND,ND
'1329572934629920769',"'Sempre gli etero:
“Mi piace figa!!! Le puttane!!! Belle tette bel culo!! Ho già detto che mi piace la figa? Sk sk” https://t.co/TflbFzZMlW'",'1329572934629920769',"'Sempre gli etero:
“Mi piace figa!!! Le puttane!!! Belle tette bel culo!! Ho già detto che mi piace la figa? Sk sk” https://t.co/TflbFzZMlW'",1,-1,-1,ND,ND,ND,ND,ND
'1329732730716901377','Se quella scemina di Miley si fosse tenuta i capelli della Mother's Daughter era il video sarebbe stato perfetto','1329732730716901377','Se quella scemina di Miley si fosse tenuta i capelli della Mother's Daughter era il video sarebbe stato perfetto',1,-1,-1,ND,ND,ND,ND,ND
'1329743310257344514','Questa foto dell'amico @robertosaviano a 18 anni con la maglietta del Che e i capelli alla @Fiorello farà discutere ;) https://t.co/GoeE4MH7SY','1329743310257344514','Questa foto dell'amico @robertosaviano a 18 anni con la maglietta del Che e i capelli alla @Fiorello farà discutere ;) https://t.co/GoeE4MH7SY',-1,-1,-1,ND,ND,ND,ND,ND
'1329746855631187975','Oggi alle 14 mi trovate su @MediasetTgcom24 a parlare d'attualità e del mio primo libro #NessunaCausaèPersa edito da @Librimondadori https://t.co/K1DStU8MAO','1329746855631187975','Oggi alle 14 mi trovate su @MediasetTgcom24 a parlare d'attualità e del mio primo libro #NessunaCausaèPersa edito da @Librimondadori https://t.co/K1DStU8MAO',-1,-1,-1,ND,ND,ND,ND,ND
'1329747481224220672',"'L'ho appena regalato a Francesca. L'album ormai parla di lei, ex cancellati non esistono più https://t.co/HGybsdzSuC'",'1329747481224220672',"'L'ho appena regalato a Francesca. L'album ormai parla di lei, ex cancellati non esistono più https://t.co/HGybsdzSuC'",-1,-1,-1,ND,ND,ND,ND,ND
'1329752425075527680',"'📢 Domani - sabato 21/11 - ore 17.30 in diretta dalla #MareJonio 

ci confrontiamo con @BeppeGiulietti @AngiKappa @NelloScavo @LukaCasa e @B_DelMercato

su VERITÀ SCOMODE, crisi umanitaria in Libia e nel Mediterraneo centrale e giornalismo sotto attacco. https://t.co/KV3zjIbhY0'",'1329752425075527680',"'📢 Domani - sabato 21/11 - ore 17.30 in diretta dalla #MareJonio 

ci confrontiamo con @BeppeGiulietti @AngiKappa @NelloScavo @LukaCasa e @B_DelMercato

su VERITÀ SCOMODE, crisi umanitaria in Libia e nel Mediterraneo centrale e giornalismo sotto attacco. https://t.co/KV3zjIbhY0'",-1,-1,-1,ND,ND,ND,ND,ND
'1329754701445914624',"'Non è pienamente giustificabile, perché la sessualizzazione della donna nel contesto del pop finisce sempre per oggettificarla, ma Miley non è etero, è bi. Ha avuto diverse relazioni anche pubbliche con donne, ha più volte scritto canzoni con pronomi femminili. Non è etero https://t.co/qAsfkLozDj'",'1329754701445914624',"'Non è pienamente giustificabile, perché la sessualizzazione della donna nel contesto del pop finisce sempre per oggettificarla, ma Miley non è etero, è bi. Ha avuto diverse relazioni anche pubbliche con donne, ha più volte scritto canzoni con pronomi femminili. Non è etero https://t.co/qAsfkLozDj'",-1,-1,-1,ND,ND,ND,ND,ND
'1329754780563083264','Non so voi ma io mi sto puzzando dal ❄️ https://t.co/o15AJ8sxf7','1329754780563083264','Non so voi ma io mi sto puzzando dal ❄️ https://t.co/o15AJ8sxf7',-1,-1,-1,ND,ND,ND,ND,ND
'1329755212618338313','Piena di voi che dimenticate l'esistenza delle persone bi','1329755212618338313','Piena di voi che dimenticate l'esistenza delle persone bi',-1,-1,-1,ND,ND,ND,ND,ND
'1329755888769437696',"'SEVERINO CICERCHIA TI SPIEGA.

Grande #Lombardia 

#MassimoBoldi https://t.co/idln6LMQdt'",'1329755888769437696',"'SEVERINO CICERCHIA TI SPIEGA.

Grande #Lombardia 

#MassimoBoldi https://t.co/idln6LMQdt'",-1,-1,-1,ND,ND,ND,ND,ND
'1329759159919792128','Ho visto cose che voi umani non potreste nemmeno immaginare: avvocati da combattimento nel cortile d'un negozio di giardinaggio e i raggi B(iden) balenare nel buio alle porte della Pennsylvania. E tutti quei momenti andranno persi come tintura di capelli sulla faccia di #Giuliani https://t.co/GkryKEkUGT','1329759159919792128','Ho visto cose che voi umani non potreste nemmeno immaginare: avvocati da combattimento nel cortile d'un negozio di giardinaggio e i raggi B(iden) balenare nel buio alle porte della Pennsylvania. E tutti quei momenti andranno persi come tintura di capelli sulla faccia di #Giuliani https://t.co/GkryKEkUGT',-1,-1,-1,ND,ND,ND,ND,ND
'1329759604058755077',"'Stare a casa ti fa rivalutare anche cose che avevi comprato seguendo improbabili mode. 

Tipo il poncho. 

#smartworking'",'1329759604058755077',"'Stare a casa ti fa rivalutare anche cose che avevi comprato seguendo improbabili mode. 

Tipo il poncho. 

#smartworking'",-1,-1,-1,ND,ND,ND,ND,ND
'1329759898301820930','Chi è causa del suo mal pianga se stesso. Sei vanitoso e ti colori i capelli? Usa almeno la tinta giusta! Social spietati contro Rudolph Giuliani: suda in conferenza stampa e gli cola la tinta dei capelli   https://t.co/lkfBqvmU0b via @repubblica','1329759898301820930','Chi è causa del suo mal pianga se stesso. Sei vanitoso e ti colori i capelli? Usa almeno la tinta giusta! Social spietati contro Rudolph Giuliani: suda in conferenza stampa e gli cola la tinta dei capelli   https://t.co/lkfBqvmU0b via @repubblica',-1,-1,-1,ND,ND,ND,ND,ND
'1329761392497455108',"'Cresce la fiducia nell'Unione Europea.I sovranisti,cioè i leader di Polonia e Ungheria, che bloccano il Recovery Fund e i ristori per gli europei non stanno facendo un bene a noi e neppure ai loro connazionali.Non vogliono lo ""stato di diritto"" che è la base della democrazia https://t.co/9EbrKNkSf1'",'1329761392497455108',"'Cresce la fiducia nell'Unione Europea.I sovranisti,cioè i leader di Polonia e Ungheria, che bloccano il Recovery Fund e i ristori per gli europei non stanno facendo un bene a noi e neppure ai loro connazionali.Non vogliono lo ""stato di diritto"" che è la base della democrazia https://t.co/9EbrKNkSf1'",-1,-1,-1,ND,ND,ND,ND,ND
'1329761465021165570','Iniziamo a colorare che è meglio... https://t.co/mrRIld96Ua','1329761465021165570','Iniziamo a colorare che è meglio... https://t.co/mrRIld96Ua',-1,-1,-1,ND,ND,ND,ND,ND
'1329771560392155137','https://t.co/8nnS8pw35N https://t.co/w6T3WtRHWf','1329771560392155137','https://t.co/8nnS8pw35N https://t.co/w6T3WtRHWf',-1,-1,-1,ND,ND,ND,ND,ND
'1329772193635504128',"'Dalla lettera d’addio di Leelah Alcorn, suicida a 17 anni nel 2014 #TDoR2020 https://t.co/UZXPp3GMKF'",'1329772193635504128',"'Dalla lettera d’addio di Leelah Alcorn, suicida a 17 anni nel 2014 #TDoR2020 https://t.co/UZXPp3GMKF'",-1,-1,-1,ND,ND,ND,ND,ND
'1329772499844861953',"'Miley ha detto stronzate ma anche perché si è sempre SEMPRE esposta. Anche io ho detto stronzate riguardo la mia sessualità per bifobia interiorizzata, e credo ognuno di noi. Il fatto che preferiate comunque osannare artiste etero e elevarle a paladine della lgbt -'",'1329772499844861953',"'Miley ha detto stronzate ma anche perché si è sempre SEMPRE esposta. Anche io ho detto stronzate riguardo la mia sessualità per bifobia interiorizzata, e credo ognuno di noi. Il fatto che preferiate comunque osannare artiste etero e elevarle a paladine della lgbt -'",-1,-1,-1,ND,ND,ND,ND,ND
'1329773872204443649',"'CAZZO ESATTO! “Sono pansessuale demisessuale non vedo il sesso delle persone, siamo tutti un po’ bisessuali xd xd” https://t.co/M3OnGdcgwi'",'1329773872204443649',"'CAZZO ESATTO! “Sono pansessuale demisessuale non vedo il sesso delle persone, siamo tutti un po’ bisessuali xd xd” https://t.co/M3OnGdcgwi'",-1,-1,-1,ND,ND,ND,ND,ND
'1329782321793404928',"'La feticizzazione delle lesbiche e la sessualizzazione e oggettificazione  della donna nell’industria pop - che purtroppo adesso appaiono quasi condizione necessaria per arrivare al successo, e che ci vengono propinate come emancipazione femminile- sono figlie della società -'",'1329782321793404928',"'La feticizzazione delle lesbiche e la sessualizzazione e oggettificazione  della donna nell’industria pop - che purtroppo adesso appaiono quasi condizione necessaria per arrivare al successo, e che ci vengono propinate come emancipazione femminile- sono figlie della società -'",-1,-1,-1,ND,ND,ND,ND,ND
'1329788135891476486',"'Io posso capire avercela con Miley e Halsey al massimo, ma quella povera crista di Lauren Jauregui - che neanche mi piace - che ha avuto una relazione di anni con la sua migliore amica, è stata costretta a fare coming out, e ne ha sempre parlato con grande rispetto... ma dai.'",'1329788135891476486',"'Io posso capire avercela con Miley e Halsey al massimo, ma quella povera crista di Lauren Jauregui - che neanche mi piace - che ha avuto una relazione di anni con la sua migliore amica, è stata costretta a fare coming out, e ne ha sempre parlato con grande rispetto... ma dai.'",-1,-1,-1,ND,ND,ND,ND,ND
'1329814936873283585',"'Da qualche tempo Gmail mi chiede di comprare un account a pagamento, l'ho svuotato bene per fare spazio, oggi mi sono ricomparse delle email stragettate via. Amen. #20Novembre'",'1329814936873283585',"'Da qualche tempo Gmail mi chiede di comprare un account a pagamento, l'ho svuotato bene per fare spazio, oggi mi sono ricomparse delle email stragettate via. Amen. #20Novembre'",-1,-1,-1,ND,ND,ND,ND,ND
'1330480619831373825','Nostalgie estive ☀️ ❤️ #Umbria #Spello https://t.co/IqNljjxOR3','1330480619831373825','Nostalgie estive ☀️ ❤️ #Umbria #Spello https://t.co/IqNljjxOR3',-1,-1,-1,ND,ND,ND,ND,ND
'1330481866974105600',"'Io davvero, non capisco, la vostra personalità ruota attorno all'utilizzo di espressioni misogine? Non sapete più chi siete se non vi riferite a voi stessi al femminile per sottolineare comportamente ✨ isterici, ingiustificati, o impulsivi✨?'",'1330481866974105600',"'Io davvero, non capisco, la vostra personalità ruota attorno all'utilizzo di espressioni misogine? Non sapete più chi siete se non vi riferite a voi stessi al femminile per sottolineare comportamente ✨ isterici, ingiustificati, o impulsivi✨?'",-1,1,-1,-1,1,3,-1,mamm
'1330483306031407108','Ieri pomeriggio abbiamo denunciato le intimidazioni che colpiscono i giornalisti che raccontano la verità su quanto accade in Libia e nel Mediterraneo. Oggi la destra più becera si scatena contro Angela Caponnetto. Solidarietà incondizionata con @AngiKappa @rainews. #nobavaglio','1330483306031407108','Ieri pomeriggio abbiamo denunciato le intimidazioni che colpiscono i giornalisti che raccontano la verità su quanto accade in Libia e nel Mediterraneo. Oggi la destra più becera si scatena contro Angela Caponnetto. Solidarietà incondizionata con @AngiKappa @rainews. #nobavaglio',-1,-1,-1,ND,ND,ND,ND,ND
'1330483639050702853',"'E no, non siete genderfluid se vi sentite donne quando siete particolarmente birichini😜 o arrappati. Siete solo misogini'",'1330483639050702853',"'E no, non siete genderfluid se vi sentite donne quando siete particolarmente birichini😜 o arrappati. Siete solo misogini'",-1,1,-1,-1,1,2,1,moamm
'1330484915989778433',"'+++ Il cardinale Gualtiero Bassetti, presidente della Cei, negativo al Covid +++
Il peggio è passato'",'1330484915989778433',"'+++ Il cardinale Gualtiero Bassetti, presidente della Cei, negativo al Covid +++
Il peggio è passato'",-1,-1,-1,ND,ND,ND,ND,ND
'1330487886362402820','Uno così non lo voterei nemmeno per fare il rappresentante in 2°elementare. https://t.co/Mpk1QlQx80','1330487886362402820','Uno così non lo voterei nemmeno per fare il rappresentante in 2°elementare. https://t.co/Mpk1QlQx80',1,-1,-1,ND,ND,ND,ND,ND
'1330489154472382464','Un libro da prendere. In lista. @adelphiedizioni fa sempre libri interessanti. https://t.co/n33CaOJn1j','1330489154472382464','Un libro da prendere. In lista. @adelphiedizioni fa sempre libri interessanti. https://t.co/n33CaOJn1j',-1,-1,-1,ND,ND,ND,ND,ND
'1330490381864198145','Quando si dice avere a cuore la libertà e completezza dell'informazione.... https://t.co/QHUdw8WaNl','1330490381864198145','Quando si dice avere a cuore la libertà e completezza dell'informazione.... https://t.co/QHUdw8WaNl',-1,-1,-1,ND,ND,ND,ND,ND
'1330490950729297921','In sintesi. https://t.co/banJ7JOnyo','1330490950729297921','In sintesi. https://t.co/banJ7JOnyo',-1,1,1,-1,-1,1,1,mmx
'1330491477391273987',"'La #violenzasulledonne va estirpata. Basta giustificazioni e attenuanti: l’uomo che se ne macchia è un criminale. Dobbiamo cambiare la mentalità collettiva.

Ha ragione @TizianoFerro: bisogna combattere la #misoginia in tutte le sue forme. Per questo va approvata subito la legge! https://t.co/QHnkKLwUeb'",'1330491477391273987',"'La #violenzasulledonne va estirpata. Basta giustificazioni e attenuanti: l’uomo che se ne macchia è un criminale. Dobbiamo cambiare la mentalità collettiva.

Ha ragione @TizianoFerro: bisogna combattere la #misoginia in tutte le sue forme. Per questo va approvata subito la legge! https://t.co/QHnkKLwUeb'",-1,-1,1,ND,ND,ND,ND,ND
'1330493026523869189',"'Di tutte le cose che ho ordinato per la casa nuova e che spero arrivino a fine febbraio solo una cosa mi fa battere il cuore forte:

Il mio bellissimo divano angolare 😍'",'1330493026523869189',"'Di tutte le cose che ho ordinato per la casa nuova e che spero arrivino a fine febbraio solo una cosa mi fa battere il cuore forte:

Il mio bellissimo divano angolare 😍'",-1,-1,-1,ND,ND,ND,ND,ND
'1330494185049387008',"'Riposizionamento territoriale in corso?

#acchiappachist https://t.co/S87EuGp9E6'",'1330494185049387008',"'Riposizionamento territoriale in corso?

#acchiappachist https://t.co/S87EuGp9E6'",-1,-1,-1,ND,ND,ND,ND,ND
'1330496051137142784',"'Fra poco più di un'oretta mi trovate qui. 
#FromGainesvilleToMilano
#ParliamoUnPò
#ILDopo
#SaluteCircolare
@Librimondadori
@egeaonline https://t.co/RvpxHmqYjg'",'1330496051137142784',"'Fra poco più di un'oretta mi trovate qui. 
#FromGainesvilleToMilano
#ParliamoUnPò
#ILDopo
#SaluteCircolare
@Librimondadori
@egeaonline https://t.co/RvpxHmqYjg'",-1,-1,-1,ND,ND,ND,ND,ND
'1330508151230263299',"'Questo affare non serve più e si può buttare, giusto?
#22novembre https://t.co/TGo2Tb60tv'",'1330508151230263299',"'Questo affare non serve più e si può buttare, giusto?
#22novembre https://t.co/TGo2Tb60tv'",-1,-1,-1,ND,ND,ND,ND,ND
'1330528315795443716','E grazie al cazzo https://t.co/gLffdxCBxS','1330528315795443716','E grazie al cazzo https://t.co/gLffdxCBxS',-1,-1,-1,ND,ND,ND,ND,ND
'1330530631097470979','Farò un buon lavoro. Grazie. https://t.co/agwvGlAxib','1330530631097470979','Farò un buon lavoro. Grazie. https://t.co/agwvGlAxib',-1,-1,-1,ND,ND,ND,ND,ND
'1330532037980286977',"'Dovremmo creare un giorno dell'anno per festeggiare la ""Pennichella"".'",'1330532037980286977',"'Dovremmo creare un giorno dell'anno per festeggiare la ""Pennichella"".'",-1,-1,-1,ND,ND,ND,ND,ND
'1330535008696741897',"'Non si vaccino perché non si fidano però se gli dici che questo ""drenante ti farà perdere dai 5 a 8 kg al mese"" inizieranno a berlo a litri!'",'1330535008696741897',"'Non si vaccino perché non si fidano però se gli dici che questo ""drenante ti farà perdere dai 5 a 8 kg al mese"" inizieranno a berlo a litri!'",-1,-1,-1,ND,ND,ND,ND,ND
'1330541177842626560',"'VITTORIA STRAMERITATA ❤️💙
#SampdoriaBologna'",'1330541177842626560',"'VITTORIA STRAMERITATA ❤️💙
#SampdoriaBologna'",-1,-1,-1,ND,ND,ND,ND,ND
'1330552680910118913','Magari ci sta invitando a casa sua https://t.co/ZaMD6wgQSn','1330552680910118913','Magari ci sta invitando a casa sua https://t.co/ZaMD6wgQSn',-1,-1,-1,ND,ND,ND,ND,ND
'1330568232634380289',"'E insistono.
#23novembre https://t.co/EGD3xqkhAH'",'1330568232634380289',"'E insistono.
#23novembre https://t.co/EGD3xqkhAH'",-1,-1,-1,ND,ND,ND,ND,ND
'1330581356414439427','Aspetta in che senso cosa come pensavo dovessero fare un’altra stagione? https://t.co/yZ1genI6gd','1330581356414439427','Aspetta in che senso cosa come pensavo dovessero fare un’altra stagione? https://t.co/yZ1genI6gd',-1,-1,-1,ND,ND,ND,ND,ND
'1330587725314076673',"'#ScienceDiplomacy is precious for each and everyone of us.
#ItalyInTheWorld 
#OneWorld 
#CircularHealth https://t.co/7j3NlmMJw9'",'1330587725314076673',"'#ScienceDiplomacy is precious for each and everyone of us.
#ItalyInTheWorld 
#OneWorld 
#CircularHealth https://t.co/7j3NlmMJw9'",-1,-1,-1,ND,ND,ND,ND,ND
'1330590393591861248',"'Negozi storici a Roma che dopo 40 anni di attività chiudono per una crisi che è iniziata a marzo.

Siamo sicuri?'",'1330590393591861248',"'Negozi storici a Roma che dopo 40 anni di attività chiudono per una crisi che è iniziata a marzo.

Siamo sicuri?'",-1,-1,-1,ND,ND,ND,ND,ND
'1330592537057390593',"'Anche oggi, come ogni domenica da agosto, manifestazioni per la libertà e la democrazia in #Bielorussia. Anche oggi arresti e repressione. 

Le persone però non si sono fatte intimidire, non sono indietreggiate. 

#StandWithBelarus https://t.co/6ktYtDKmyz'",'1330592537057390593',"'Anche oggi, come ogni domenica da agosto, manifestazioni per la libertà e la democrazia in #Bielorussia. Anche oggi arresti e repressione. 

Le persone però non si sono fatte intimidire, non sono indietreggiate. 

#StandWithBelarus https://t.co/6ktYtDKmyz'",-1,-1,1,ND,ND,ND,ND,ND
'1330593750943457282','Avete notato anche voi che non trasmettono le pubblicità natalizie in TV o è solo una mia impressione?','1330593750943457282','Avete notato anche voi che non trasmettono le pubblicità natalizie in TV o è solo una mia impressione?',-1,-1,-1,ND,ND,ND,ND,ND
'1330600697910452224','La Francy non si capacita di un selfie fatto da un ragazzo giovane in un reparto covid. Queste testimonianze invece servono come il pane! https://t.co/lCazgzz8gW','1330600697910452224','La Francy non si capacita di un selfie fatto da un ragazzo giovane in un reparto covid. Queste testimonianze invece servono come il pane! https://t.co/lCazgzz8gW',-1,-1,-1,ND,ND,ND,ND,ND
'1330605367240306694',"'Non so cosa pensare del Dr. Burioni.
Sono del parere che un medico rispettabile è colui che si mostra il meno possibile in TV e nei vari salotti. Voglio però pensare che è uno giusto e che sa il fatto suo.'",'1330605367240306694',"'Non so cosa pensare del Dr. Burioni.
Sono del parere che un medico rispettabile è colui che si mostra il meno possibile in TV e nei vari salotti. Voglio però pensare che è uno giusto e che sa il fatto suo.'",-1,-1,-1,ND,ND,ND,ND,ND
'1330615630811308033','Sarà un'invasione FA-VO-LO-SAH 💁‍♂️ https://t.co/ujT4V9vr3E','1330615630811308033','Sarà un'invasione FA-VO-LO-SAH 💁‍♂️ https://t.co/ujT4V9vr3E',-1,1,-1,-1,1,2,-1,ooo
'1330820314549383169',"'Pompei, 79 d.C.
""Basta con queste storie dell'eruzione, siete ipocondriaci!""
""Il fumo non è del Vesuvio, lo fanno apposta quelli di Ercolano""
""I vulcani li hanno inventati i Greci per sottometterci""
""Dittatura eruttiva!""
""La mascherina è inutile, respira che ti fa bene!"" https://t.co/mGJxlDuZWq'",'1330820314549383169',"'Pompei, 79 d.C.
""Basta con queste storie dell'eruzione, siete ipocondriaci!""
""Il fumo non è del Vesuvio, lo fanno apposta quelli di Ercolano""
""I vulcani li hanno inventati i Greci per sottometterci""
""Dittatura eruttiva!""
""La mascherina è inutile, respira che ti fa bene!"" https://t.co/mGJxlDuZWq'",-1,1,-1,-1,1,2,-1,xaa
'1330821740520480769',"'Hanno appena detto che con il #vaccino perderai immediatamente 10kg!

Ora prendete il numeretto e non rompete i marroni!'",'1330821740520480769',"'Hanno appena detto che con il #vaccino perderai immediatamente 10kg!

Ora prendete il numeretto e non rompete i marroni!'",-1,1,-1,-1,1,2,-1,xaa
'1330822319275712513',"'In ""Mosca più Balena"" di @ValeriaParrell2 il #Terremoto80 raccontato in maniera diversa da come lo avevo letto fino ad allora. Erano i ricordi e na criatur di sei anni circa (anche se il racconto diceva ""Quel che non ricordo più). Avvertì quella memoria come mia. https://t.co/YmaRpzasI9'",'1330822319275712513',"'In ""Mosca più Balena"" di @ValeriaParrell2 il #Terremoto80 raccontato in maniera diversa da come lo avevo letto fino ad allora. Erano i ricordi e na criatur di sei anni circa (anche se il racconto diceva ""Quel che non ricordo più). Avvertì quella memoria come mia. https://t.co/YmaRpzasI9'",-1,-1,-1,ND,ND,ND,ND,ND
'1330823682369916930',"'Ha ferito il Sud e segnato le nostre coscienze. 

A 40 anni dal #terremotoIrpinia, la più grande opera pubblica ancora da realizzare è la messa in sicurezza del Paese. 

Non dimenticare significa anche non ripetere gli stessi drammatici errori. 
#Terremoto80 
#23Novembre1980 https://t.co/HjWnmUmNto'",'1330823682369916930',"'Ha ferito il Sud e segnato le nostre coscienze. 

A 40 anni dal #terremotoIrpinia, la più grande opera pubblica ancora da realizzare è la messa in sicurezza del Paese. 

Non dimenticare significa anche non ripetere gli stessi drammatici errori. 
#Terremoto80 
#23Novembre1980 https://t.co/HjWnmUmNto'",-1,-1,-1,ND,ND,ND,ND,ND
'1330826730584596481',"'Fingere di stare nella famosa settimana bianca...

Ah! https://t.co/uVnfKZynNw'",'1330826730584596481',"'Fingere di stare nella famosa settimana bianca...

Ah! https://t.co/uVnfKZynNw'",-1,-1,-1,ND,ND,ND,ND,ND
'1330831147450978305',"'Vi spammo il mio instagram, mchiarissima8891 perché mi va

https://t.co/v1nubualuV'",'1330831147450978305',"'Vi spammo il mio instagram, mchiarissima8891 perché mi va

https://t.co/v1nubualuV'",-1,-1,-1,ND,ND,ND,ND,ND
'1330832717395750913','Non io che piango per Shawn e Camila mentre guardo In Wonder. I want what they have','1330832717395750913','Non io che piango per Shawn e Camila mentre guardo In Wonder. I want what they have',-1,-1,-1,ND,ND,ND,ND,ND
'1330834689414860800','Sono andata a riascoltarmi vecchie canzoni di Shawn perché ora so che sono per Camila','1330834689414860800','Sono andata a riascoltarmi vecchie canzoni di Shawn perché ora so che sono per Camila',-1,-1,-1,ND,ND,ND,ND,ND
'1330839862736547842',"'Nonostante stiano girando foto del giuramento di Trump del primo mandato fatte passare come accaduto ieri perché ""ha vinto i ricorsi"" e ""la stampa di regime sta censurando"", credo ancora nel suffragio universale e la democrazia. 
#23novembre'",'1330839862736547842',"'Nonostante stiano girando foto del giuramento di Trump del primo mandato fatte passare come accaduto ieri perché ""ha vinto i ricorsi"" e ""la stampa di regime sta censurando"", credo ancora nel suffragio universale e la democrazia. 
#23novembre'",-1,-1,-1,ND,ND,ND,ND,ND
'1330844233721409537','Attenzione che su scuole in #Campania avremo l'ennesimo casino oggi.','1330844233721409537','Attenzione che su scuole in #Campania avremo l'ennesimo casino oggi.',-1,-1,-1,ND,ND,ND,ND,ND
